Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID269,269,14,1862.684,50.903,14.740,0,11.100,37,0.250,1,-10921639,4745.081,4954,1025,8045,175568,1898.498,0.441,0.474,1.608
ID272,272,14,3012.532,50.903,14.557,0,11.400,38,0.250,1,-10921639,5792.216,4682,1185,15528,214312,4109.470,0.200,0.687,1.148
ID273,273,None,1591.271,23.895,22.797,0,11.400,38,0.250,1,-10921639,3583.757,2751,816,12100,132599,3084.653,0.200,0.729,0.979
ID270,270,0,8356.616,71.320,5.859,0,11.400,38,0.250,1,-10921639,17616.811,17260,1753,42415,651822,11102.818,0.440,0.589,1.177
ID271,271,2,5433.574,31.036,14.099,0,11.400,38,0.250,1,-10921639,12597.514,11343,2444,27218,466108,7032.540,0.441,0.545,1.264
ID274,274,0,10880.260,70.954,5.859,0,11.700,39,0.250,1,-10921639,20706.541,16517,3124,57352,766142,15014.096,0.200,0.618,1.054
ID275,275,None,1521.888,52.918,13.641,0,11.700,39,0.250,1,-10921639,3091.297,2094,759,10028,114378,2474.341,0.200,0.649,0.983
ID276,276,2,6124.218,31.036,14.099,0,11.700,39,0.250,1,-10921639,14008.432,11324,3061,35355,518312,8963.847,0.200,0.540,1.095
ID277,277,14,1725.110,50.995,14.648,0,11.700,39,0.250,1,-10921639,5559.000,5594,2731,8640,205683,1527.648,0.442,0.368,1.958
ID280,280,None,1554.552,25.452,9.338,0,12.000,40,0.250,1,-10921639,3090.405,2192,459,10605,114345,2536.740,0.200,0.665,0.973
ID281,281,2,1665.153,29.572,14.008,0,12.000,40,0.250,1,-10921639,5744.541,5597,1721,11783,212548,2403.425,0.200,0.314,1.143
ID282,282,14,3200.081,50.903,14.648,0,12.000,40,0.250,1,-10921639,7042.649,6253,1103,18403,260578,4385.153,0.200,0.555,1.147
ID278,278,None,1614.977,24.536,4.211,0,12.000,40,0.250,1,-10921639,3465.216,2890,635,10547,128213,2516.774,0.200,0.592,1.024
ID279,279,0,9897.395,71.137,5.859,0,12.000,40,0.250,1,-10921639,20293.081,18226,3771,51965,750844,13395.870,0.441,0.635,1.176
ID283,283,15,1775.122,2.563,5.493,0,12.300,41,0.250,1,-10921639,4434.595,3460,1537,10769,164080,2464.792,0.200,0.487,1.178
ID284,284,0,9846.440,71.137,5.859,0,12.300,41,0.250,1,-10921639,18778.514,14449,3407,56970,694805,13742.303,0.200,0.640,1.066
ID285,285,2,2722.276,28.015,13.733,0,12.300,41,0.250,1,-10921639,7903.568,8450,1048,16333,292432,4551.301,0.437,0.415,1.018
ID286,286,14,1864.107,50.995,14.740,0,12.300,41,0.250,1,-10921639,4899.703,4669,635,11251,181289,2550.381,0.200,0.404,1.106
ID287,287,None,1512.480,26.367,22.156,0,12.300,41,0.250,1,-10921639,3125.378,2317,531,10146,115639,2544.129,0.200,0.641,0.960
ID288,288,15,1816.774,2.655,5.493,0,12.600,42,0.250,1,-10921639,4301.108,3662,1339,9777,159141,2230.793,0.441,0.499,1.283
ID289,289,0,9001.879,71.137,5.859,0,12.600,42,0.250,1,-10921639,17930.649,17156,3858,41260,663434,11001.055,0.442,0.620,1.247
ID290,290,None,1549.571,44.220,10.437,0,12.600,42,0.250,1,-10921639,3208.595,2305,744,10415,118718,2628.917,0.200,0.639,0.952
ID291,291,2,2211.358,26.917,13.825,0,12.600,42,0.250,1,-10921639,8005.405,7898,1357,14367,296200,3400.133,0.950,0.285,1.043
ID293,293,14,2113.464,51.087,14.740,0,12.600,42,0.250,1,-10921639,4636.000,3574,1273,13067,171532,3086.410,0.200,0.561,1.080
ID294,294,16,1508.632,5.127,17.029,0,12.600,42,0.250,1,-10921639,3121.865,2893,718,7024,115509,1734.959,0.442,0.616,1.371
ID296,296,2,2468.994,26.184,13.733,0,12.900,43,0.250,1,-10921639,6731.946,6519,1678,14532,249082,3394.579,0.200,0.395,1.124
ID298,298,14,1873.736,50.903,14.648,0,12.900,43,0.250,1,-10921639,4438.027,3928,896,11571,164207,2589.446,0.200,0.511,1.160
ID299,299,16,1557.721,9.522,16.296,0,12.900,43,0.250,1,-10921639,3112.216,2339,588,7968,115152,1984.670,0.200,0.656,1.243
ID300,300,None,1565.508,47.241,17.304,0,12.900,43,0.250,1,-10921639,3401.243,2802,1014,9711,125846,2228.933,0.200,0.590,1.133
ID295,295,0,9055.746,71.137,5.859,0,12.900,43,0.250,1,-10921639,17581.243,14512,3772,44025,650506,11177.757,0.441,0.627,1.212
ID304,304,None,2166.808,23.712,4.761,0,13.200,44,0.250,1,-10921639,4744.892,3954,1228,13696,175561,3176.592,0.200,0.563,1.076
ID305,305,0,11791.590,70.954,5.859,0,13.200,44,0.250,1,-10921639,22041.027,19519,3500,60360,815518,16609.446,0.200,0.694,1.087
ID306,306,None,1545.663,34.058,9.338,0,13.200,44,0.250,1,-10921639,3136.946,1686,343,16455,116067,3549.428,0.200,0.710,0.734
ID307,307,None,1680.625,29.297,13.367,0,13.200,44,0.250,1,-10921639,3535.324,2435,663,12878,130807,2921.515,0.200,0.600,0.908
ID308,308,2,1900.167,25.360,13.916,0,13.200,44,0.250,1,-10921639,6194.027,5408,1835,11063,229179,2472.828,0.440,0.322,1.219
ID309,309,16,1642.407,10.345,17.029,0,13.200,44,0.250,1,-10921639,3261.838,2689,837,9655,120688,2320.096,0.200,0.674,1.132
ID301,301,None,1509.510,17.853,0.916,0,13.200,44,0.250,1,-10921639,2888.027,1966,297,10198,106857,2608.258,0.200,0.736,0.939
ID302,302,None,1534.910,15.381,3.571,0,13.200,44,0.250,1,-10921639,3539.973,2960,460,8332,130979,2052.758,0.441,0.533,1.199
ID303,303,None,1959.134,65.827,3.845,0,13.200,44,0.250,1,-10921639,3718.243,2704,654,13347,137575,3189.277,0.200,0.723,0.979
ID310,310,0,12262.556,71.045,5.859,0,13.500,45,0.250,1,-10921639,22210.189,17268,4256,62423,821777,15906.496,0.200,0.693,1.143
ID311,311,2,2272.743,24.811,13.733,0,13.500,45,0.250,1,-10921639,7263.027,7066,1968,12783,268732,3024.619,0.441,0.318,1.159
ID312,312,0,11201.402,71.137,5.859,0,13.800,46,0.250,1,-10921639,20649.027,17641,3039,57966,764014,14922.805,0.200,0.703,1.142
ID313,313,None,1700.077,51.453,11.719,0,13.800,46,0.250,1,-10921639,3515.649,1970,509,14103,130079,3628.880,0.200,0.700,0.798
ID315,315,2,1930.867,23.987,13.733,0,13.800,46,0.250,1,-10921639,6250.514,6232,1558,11357,231269,2616.295,0.442,0.344,1.223
ID316,316,0,10667.338,71.045,5.859,0,14.100,47,0.250,1,-10921639,20814.649,17524,5284,60785,770142,14512.202,0.200,0.685,1.166
ID317,317,2,2048.446,22.980,13.184,0,14.100,47,0.250,1,-10921639,6025.703,5060,1895,13484,222951,3169.314,0.200,0.397,1.080
ID328,328,None,1830.141,6.042,16.846,0,14.400,48,0.250,1,-10921639,3835.919,2801,1166,10550,141929,2499.959,0.200,0.616,1.169
ID324,324,0,9796.659,70.862,5.859,0,14.400,48,0.250,1,-10921639,19870.676,14301,2568,54007,735215,14696.241,0.200,0.681,1.096
ID325,325,2,1715.630,22.156,13.092,0,14.400,48,0.250,1,-10921639,5748.649,5951,1783,10129,212700,2197.781,0.441,0.312,1.243
ID326,326,None,1554.405,17.487,13.367,0,14.400,48,0.250,1,-10921639,3705.514,2519,745,11211,137104,2844.910,0.200,0.588,0.964
ID327,327,17,2023.134,50.995,14.648,0,14.400,48,0.250,1,-10921639,4634.919,3780,1479,10851,171492,2499.992,0.441,0.524,1.275
ID320,320,2,1824.424,20.508,13.001,0,14.700,49,0.250,1,-10921639,5237.378,5312,1682,9304,193783,1941.192,0.442,0.391,1.515
ID321,321,None,1501.235,37.262,14.465,0,14.700,49,0.250,1,-10921639,4141.838,3969,1316,8055,153248,1983.827,0.441,0.426,1.247
ID322,322,17,1748.683,50.995,14.832,0,14.700,49,0.250,1,-10921639,4563.892,3996,1590,9635,168864,2252.246,0.440,0.433,1.224
ID323,323,None,1533.818,25.086,22.797,0,14.700,49,0.250,1,-10921639,3911.757,2779,796,9690,144735,2617.082,0.442,0.638,1.164
ID318,318,18,1709.302,24.628,4.211,0,14.700,49,0.250,1,-10921639,3162.243,2457,366,9692,117003,2398.066,0.200,0.665,1.053
ID319,319,0,11855.621,70.862,5.859,0,14.700,49,0.250,1,-10921639,22423.784,17101,4526,54567,829680,14884.194,0.442,0.671,1.210
ID329,329,18,2340.444,21.240,4.852,0,15.000,50,0.250,1,-10921639,5503.865,4445,1555,14168,203643,3260.929,0.200,0.509,1.139
ID330,330,0,7665.952,70.862,5.768,0,15.000,50,0.250,1,-10921639,17222.108,14302,3811,41551,637218,10551.874,0.440,0.576,1.193
ID331,331,None,1543.229,1.556,6.775,0,15.000,50,0.250,1,-10921639,2954.838,2106,531,11030,109329,2628.477,0.200,0.724,0.944
ID332,332,2,2925.678,19.775,13.092,0,15.000,50,0.250,1,-10921639,7631.595,6803,2580,16106,282369,3792.661,0.442,0.446,1.242
ID333,333,17,2003.345,50.903,14.648,0,15.000,50,0.250,1,-10921639,4583.892,3609,1276,13674,169604,3133.168,0.200,0.521,1.003
ID334,334,None,1654.966,47.241,16.937,0,15.000,50,0.250,1,-10921639,3274.351,1914,377,11958,121151,3024.019,0.200,0.653,0.856
ID335,335,None,1681.454,62.256,18.402,0,15.000,50,0.250,1,-10921639,3219.676,2126,460,13262,119128,3039.623,0.200,0.741,0.902
ID336,336,None,1556.622,42.664,0.824,0,15.300,51,0.250,1,-10921639,3463.649,2718,832,10461,128155,2470.810,0.200,0.540,0.983
ID337,337,18,1616.671,20.874,4.944,0,15.300,51,0.250,1,-10921639,4415.027,3729,1662,9806,163356,2161.227,0.200,0.395,1.156
ID338,338,0,9037.641,70.954,5.859,0,15.300,51,0.250,1,-10921639,19068.324,17318,5011,40985,705528,11459.971,0.441,0.580,1.222
ID340,340,2,2809.437,18.768,13.001,0,15.300,51,0.250,1,-10921639,7281.108,6658,2679,15579,269401,3406.496,0.440,0.449,1.324
ID341,341,17,1592.564,51.087,14.648,0,15.300,51,0.250,1,-10921639,3741.568,2980,888,10069,138438,2458.384,0.200,0.515,1.035
ID342,342,None,1631.906,2.380,21.607,0,15.300,51,0.250,1,-10921639,3501.973,2969,664,9366,129573,2277.432,0.200,0.599,1.152
ID344,344,0,9035.674,70.862,5.859,0,15.600,52,0.250,1,-10921639,17837.027,14137,4461,48507,659970,12351.558,0.200,0.659,1.147
ID345,345,2,4021.925,16.937,13.001,0,15.600,52,0.250,1,-10921639,11488.757,10833,3731,22936,425084,4792.725,0.440,0.383,1.328
ID346,346,None,1673.254,37.079,14.374,0,15.600,52,0.250,1,-10921639,3623.541,2669,1145,9633,134071,2276.159,0.200,0.542,1.120
ID347,347,None,1599.609,76.172,17.487,0,15.600,52,0.250,1,-10921639,3131.162,1443,436,14943,115853,3483.595,0.200,0.675,0.724
ID343,343,None,1628.333,51.911,4.944,0,15.600,52,0.250,1,-10921639,3504.459,2970,692,11048,129665,2502.053,0.200,0.545,0.989
ID352,352,None,1702.873,6.775,19.043,0,15.900,53,0.250,1,-10921639,3508.595,3074,740,8945,129818,2200.706,0.200,0.585,1.177
ID348,348,0,8549.315,70.770,5.768,0,15.900,53,0.250,1,-10921639,17683.054,12960,4446,46422,654273,12017.966,0.200,0.641,1.150
ID349,349,2,3675.506,16.022,12.909,0,15.900,53,0.250,1,-10921639,9302.568,8167,1128,23058,344195,5969.570,0.200,0.436,0.946
ID351,351,None,1543.146,20.874,17.670,0,15.900,53,0.250,1,-10921639,3026.135,2326,776,8330,111967,2172.043,0.200,0.686,1.134
ID353,353,0,8762.589,70.679,5.768,0,16.200,54,0.250,1,-10921639,17741.892,13176,3129,47225,656450,12761.512,0.200,0.684,1.129
ID354,354,2,4518.997,14.191,13.001,0,16.200,54,0.250,1,-10921639,11252.973,10242,3256,25330,416360,6189.371,0.441,0.510,1.227
ID362,362,None,1691.736,61.615,0.641,0,16.500,55,0.250,1,-10921639,3666.730,2794,920,12253,135669,2735.978,0.200,0.625,1.030
ID363,363,0,8389.546,70.587,5.768,0,16.500,55,0.250,1,-10921639,17609.838,14708,3249,43327,651564,10791.127,0.441,0.631,1.262
ID364,364,2,5190.557,13.550,12.909,0,16.500,55,0.250,1,-10921639,12753.514,12276,2216,28324,471880,7119.782,0.440,0.476,1.156
ID365,365,19,1717.305,51.087,14.740,0,16.500,55,0.250,1,-10921639,4895.568,4219,1228,11445,181136,2620.016,0.950,0.343,0.955
ID366,366,None,1502.659,53.375,16.113,0,16.500,55,0.250,1,-10921639,2947.351,1867,434,12212,109052,2818.500,0.200,0.673,0.841
ID355,355,None,1748.880,2.563,5.493,0,16.800,56,0.250,1,-10921639,4455.459,4317,1865,8198,164852,1739.233,0.441,0.491,1.687
ID356,356,0,4350.157,70.038,5.768,0,16.800,56,0.250,1,-10921639,13143.405,13225,4300,22925,486306,4728.361,0.441,0.434,1.682
ID357,357,None,1519.393,18.585,12.726,0,16.800,56,0.250,1,-10921639,3205.135,3064,446,7279,118590,1824.316,0.441,0.594,1.310
ID358,358,2,5711.033,13.275,12.909,0,16.800,56,0.250,1,-10921639,12499.459,10332,2962,31405,462480,8117.844,0.200,0.577,1.127
ID359,359,20,1534.825,37.171,14.374,0,16.800,56,0.250,1,-10921639,3726.405,3358,724,9202,137877,2157.576,0.200,0.464,1.094
ID360,360,19,1816.308,50.903,14.648,0,16.800,56,0.250,1,-10921639,4132.243,3870,623,9144,152893,2341.478,0.440,0.528,1.220
ID361,361,None,1730.108,1.923,22.797,0,16.800,56,0.250,1,-10921639,4386.243,3863,987,8692,162291,2260.029,0.443,0.579,1.423
ID368,368,20,1669.033,37.628,12.726,0,17.100,57,0.250,1,-10921639,3341.486,2617,405,10312,123635,2462.530,0.200,0.634,1.053
ID370,370,2,4882.196,12.634,13.001,0,17.100,57,0.250,1,-10921639,11332.270,11120,2917,22541,419294,5893.329,0.441,0.545,1.357
ID371,371,None,1538.095,72.327,13.275,0,17.100,57,0.250,1,-10921639,2858.514,1901,283,10949,105765,2807.931,0.200,0.784,0.895
ID367,367,0,5588.159,69.580,5.676,0,17.100,57,0.250,1,-10921639,12979.838,12126,2738,27332,480254,6607.268,0.441,0.510,1.328
ID372,372,0,6836.731,69.031,5.768,0,17.400,58,0.250,1,-10921639,15611.459,13722,5950,32600,577624,7698.876,0.441,0.560,1.456
ID373,373,2,3833.766,11.993,12.909,0,17.400,58,0.250,1,-10921639,10568.027,10632,4165,19433,391017,4114.745,0.441,0.413,1.502
ID384,384,None,1502.122,28.290,16.754,0,17.700,59,0.250,1,-10921639,3121.216,2678,699,7764,115485,1963.735,0.441,0.614,1.209
ID385,385,None,1675.734,62.256,22.797,0,17.700,59,0.250,1,-10921639,4219.216,2993,429,13888,156111,3291.502,0.200,0.688,1.045
ID378,378,0,9085.423,68.848,5.676,0,17.700,59,0.250,1,-10921639,18957.757,16253,3181,42694,701437,11591.120,0.442,0.602,1.229
ID379,379,2,6103.104,12.085,12.909,0,17.700,59,0.250,1,-10921639,14006.946,13041,3738,26698,518257,7077.683,0.442,0.543,1.393
ID380,380,None,1687.257,39.459,13.641,0,17.700,59,0.250,1,-10921639,3646.622,3079,1015,8023,134925,1962.496,0.441,0.586,1.373
ID381,381,None,1547.836,13.641,13.733,0,17.700,59,0.250,1,-10921639,3203.514,2317,488,9404,118530,2500.035,0.200,0.636,0.997
ID382,382,21,1641.115,50.903,14.648,0,17.700,59,0.250,1,-10921639,3993.270,4020,777,8993,147751,2222.243,0.442,0.453,1.121
ID383,383,None,1944.614,57.953,16.022,0,17.700,59,0.250,1,-10921639,3632.784,2493,656,12251,134413,3160.804,0.200,0.713,0.957
ID386,386,None,1512.600,67.841,3.204,0,18.000,60,0.250,1,-10921639,3139.865,1761,621,14946,116175,3211.620,0.200,0.620,0.748
ID387,387,0,8092.032,68.665,5.768,0,18.000,60,0.250,1,-10921639,16583.243,13851,3411,42012,613580,9780.137,0.200,0.625,1.305
ID389,389,2,4852.450,11.902,12.909,0,18.000,60,0.250,1,-10921639,11771.973,11487,2856,20525,435563,5405.475,0.441,0.478,1.408
ID390,390,21,1532.464,53.375,16.113,0,18.000,60,0.250,1,-10921639,3514.351,2688,875,11609,130031,2741.757,0.200,0.523,0.880
ID391,391,None,2100.680,69.031,18.951,0,18.000,60,0.250,1,-10921639,3863.568,2397,284,15367,142952,3725.602,0.200,0.735,0.878
ID392,392,None,1544.869,8.240,19.135,0,18.000,60,0.250,1,-10921639,3275.054,2344,665,8950,121177,2241.654,0.200,0.557,1.046
ID393,393,None,1579.167,18.860,19.684,0,18.000,60,0.250,1,-10921639,3498.486,3185,1193,6380,129444,1613.511,0.441,0.590,1.609
ID376,376,2,5559.086,11.810,12.909,0,18.300,61,0.250,1,-10921639,12761.595,12970,3340,25790,472179,6385.037,0.441,0.540,1.402
ID377,377,None,1521.290,62.805,14.740,0,18.300,61,0.250,1,-10921639,3865.459,3204,942,9079,143022,2194.941,0.200,0.482,1.145
ID374,374,0,6612.314,68.482,5.676,0,18.300,61,0.250,1,-10921639,13211.784,10936,2551,34291,488836,8904.234,0.200,0.653,1.172
ID394,394,None,2226.476,18.585,5.219,0,18.600,62,0.250,1,-10921639,5565.730,4462,1603,14984,205932,3722.850,0.200,0.521,1.024
ID395,395,0,6219.073,68.482,5.768,0,18.600,62,0.250,1,-10921639,13940.243,12377,2782,30740,515789,8087.215,0.441,0.562,1.240
ID396,396,2,6010.974,11.810,12.909,0,18.600,62,0.250,1,-10921639,12961.486,10622,2853,29587,479575,7583.977,0.439,0.561,1.229
ID397,397,None,1733.668,16.022,12.909,0,18.600,62,0.250,1,-10921639,4009.405,3174,1012,11875,148348,2760.115,0.200,0.506,0.976
ID398,398,22,2084.107,50.995,14.648,0,18.600,62,0.250,1,-10921639,4845.405,4402,1194,9538,179280,2400.278,0.441,0.530,1.398
ID399,399,None,1513.001,17.670,16.022,0,18.600,62,0.250,1,-10921639,3143.027,1866,426,12284,116292,2954.691,0.200,0.669,0.853
ID404,404,22,1549.655,50.995,14.648,0,18.900,63,0.250,1,-10921639,3827.568,3380,812,8583,141620,1999.318,0.441,0.476,1.235
ID402,402,0,6220.590,68.482,5.676,0,18.900,63,0.250,1,-10921639,13447.189,11742,4661,29428,497546,6986.047,0.441,0.572,1.401
ID403,403,2,3454.917,11.993,12.909,0,18.900,63,0.250,1,-10921639,9422.324,9121,2764,16980,348626,4175.932,0.441,0.410,1.313
ID400,400,0,4617.767,68.390,5.676,0,19.200,64,0.250,1,-10921639,11390.757,10325,4042,22417,421458,5198.956,0.441,0.487,1.434
ID401,401,2,4683.193,11.627,12.909,0,19.200,64,0.250,1,-10921639,11773.162,10897,3555,23154,435607,5095.876,0.441,0.475,1.489
ID408,408,None,1545.536,79.376,14.099,0,19.500,65,0.250,1,-10921639,3643.054,3128,533,8633,134793,2184.375,0.442,0.514,1.132
ID409,409,None,1627.810,50.903,14.648,0,19.500,65,0.250,1,-10921639,3889.162,3544,670,9838,143899,2521.112,0.200,0.465,0.980
ID405,405,0,6893.837,68.573,5.676,0,19.500,65,0.250,1,-10921639,13702.378,11090,3095,36534,506988,9274.979,0.200,0.644,1.157
ID407,407,2,6310.873,11.536,12.909,0,19.500,65,0.250,1,-10921639,14387.135,12902,3577,30558,532324,7191.274,0.441,0.563,1.441
ID412,412,None,1770.948,38.910,14.282,0,19.800,66,0.250,1,-10921639,3732.000,2927,602,9665,138084,2254.351,0.200,0.581,1.217
ID410,410,0,10021.052,68.756,5.676,0,19.800,66,0.250,1,-10921639,19156.162,14723,4037,50230,708778,13503.583,0.200,0.697,1.165
ID411,411,2,5955.141,11.261,12.817,0,19.800,66,0.250,1,-10921639,13301.919,11563,1841,35290,492171,8994.581,0.200,0.556,1.057
ID421,421,None,1661.304,49.256,1.556,0,20.100,67,0.250,1,-10921639,3253.189,2247,550,12343,120368,2811.587,0.200,0.691,0.946
ID422,422,0,7732.003,68.756,5.676,0,20.100,67,0.250,1,-10921639,16232.865,13248,3930,37930,600616,9765.492,0.441,0.623,1.276
ID423,423,2,5425.901,11.261,12.909,0,20.100,67,0.250,1,-10921639,12458.919,9436,2063,29457,460980,7664.921,0.200,0.526,1.121
ID416,416,None,1748.718,2.563,6.226,0,20.400,68,0.250,1,-10921639,4085.162,3333,1022,12245,151151,2826.521,0.200,0.537,1.010
ID417,417,2,4486.306,11.261,12.817,0,20.400,68,0.250,1,-10921639,10651.486,9256,1682,23115,394105,5827.526,0.441,0.471,1.170
ID418,418,None,1711.355,50.995,14.557,0,20.400,68,0.250,1,-10921639,4302.622,4485,1122,7847,159197,1977.129,0.442,0.492,1.436
ID419,419,None,1773.927,72.052,14.557,0,20.400,68,0.250,1,-10921639,3990.000,3820,740,7927,147630,2147.284,0.440,0.565,1.342
ID420,420,None,1679.910,13.275,18.219,0,20.400,68,0.250,1,-10921639,3488.297,2981,628,8347,129067,2273.372,0.440,0.604,1.156
ID413,413,None,1698.517,41.474,0.000,0,20.400,68,0.250,1,-10921639,3601.676,3204,573,8057,133262,2348.384,0.441,0.695,1.258
ID414,414,None,1581.663,11.078,2.838,0,20.400,68,0.250,1,-10921639,3365.216,2353,405,12540,124513,3101.078,0.200,0.567,0.785
ID415,415,0,10312.898,68.756,5.676,0,20.400,68,0.250,1,-10921639,20048.459,16250,4120,49303,741793,12999.357,0.440,0.670,1.237
ID424,424,0,6571.322,69.031,5.676,0,20.700,69,0.250,1,-10921639,14865.405,13379,4061,30640,550020,7797.191,0.441,0.569,1.383
ID425,425,2,3422.005,11.169,12.909,0,20.700,69,0.250,1,-10921639,8810.324,7906,2726,15900,325982,3731.462,0.442,0.466,1.502
ID426,426,None,1556.729,33.966,1.923,0,21.000,70,0.250,1,-10921639,3316.081,2581,790,11660,122695,2614.902,0.200,0.623,0.973
ID427,427,None,1762.366,15.564,5.310,0,21.000,70,0.250,1,-10921639,4284.649,3537,501,9121,158532,2617.153,0.443,0.487,1.073
ID428,428,0,7237.166,69.580,5.676,0,21.000,70,0.250,1,-10921639,15552.568,14593,4350,31653,575445,8343.702,0.442,0.581,1.370
ID430,430,2,3192.736,10.895,12.817,0,21.000,70,0.250,1,-10921639,9056.216,8788,2286,18066,335080,4011.843,0.442,0.407,1.307
ID431,431,None,1647.449,12.909,21.240,0,21.000,70,0.250,1,-10921639,3502.324,3091,768,9477,129586,2373.606,0.200,0.590,1.095
ID432,432,23,1627.490,66.559,0.458,0,21.300,71,0.250,1,-10921639,3043.649,1914,535,11181,112615,2670.006,0.200,0.721,0.955
ID433,433,0,7749.825,69.672,5.676,0,21.300,71,0.250,1,-10921639,16270.730,12118,3496,41396,602017,10645.139,0.440,0.644,1.197
ID434,434,2,4043.122,11.169,12.909,0,21.300,71,0.250,1,-10921639,12603.541,13070,3446,19940,466331,4707.483,0.441,0.337,1.349
ID435,435,None,2276.895,50.995,14.740,0,21.300,71,0.250,1,-10921639,5259.297,4979,1311,11741,194594,2951.810,0.441,0.549,1.262
ID440,440,2,3485.344,10.895,12.817,0,21.600,72,0.250,1,-10921639,9223.297,8228,1205,19515,341262,4832.539,0.441,0.429,1.145
ID436,436,23,1514.851,63.812,0.366,0,21.600,72,0.250,1,-10921639,2960.351,2069,644,9461,109533,2477.520,0.200,0.688,0.974
ID437,437,None,1503.886,15.564,5.310,0,21.600,72,0.250,1,-10921639,3558.649,2850,644,8721,131670,2212.926,0.200,0.491,1.058
ID438,438,0,8720.600,69.672,5.676,0,21.600,72,0.250,1,-10921639,16944.892,12577,4645,46174,626961,11306.035,0.200,0.662,1.194
ID441,441,23,1554.349,68.115,1.099,0,21.900,73,0.250,1,-10921639,3073.108,2088,447,10925,113705,2613.865,0.200,0.688,0.959
ID442,442,0,7870.241,69.672,5.676,0,21.900,73,0.250,1,-10921639,16152.378,13456,4325,35394,597638,9253.787,0.442,0.627,1.345
ID443,443,2,1703.085,8.972,12.726,0,21.900,73,0.250,1,-10921639,6145.324,6297,1877,10188,227377,2391.417,0.442,0.297,1.177
ID445,445,24,2277.634,50.995,14.648,0,21.900,73,0.250,1,-10921639,4996.162,3651,1465,13352,184858,3134.471,0.200,0.556,1.139
ID448,448,0,4557.201,69.489,5.676,0,22.200,74,0.250,1,-10921639,11338.297,11289,2608,22428,419517,5472.286,0.440,0.475,1.335
ID449,449,24,1523.703,50.995,14.648,0,22.200,74,0.250,1,-10921639,3901.270,3593,789,7625,144347,1701.156,0.441,0.457,1.440
ID450,450,None,1599.212,2.380,16.205,0,22.200,74,0.250,1,-10921639,3355.432,2742,670,8642,124151,2126.581,0.200,0.601,1.185
ID451,451,None,1533.005,62.256,18.311,0,22.200,74,0.250,1,-10921639,3143.568,2419,731,11179,116312,2584.518,0.200,0.676,0.981
ID4105,4105,2,-1.000,7.690,12.634,0,74.000,74,0.250,1,-10921639,5402.919,5849,2039,9220,199908,1971.125,0.950,0.316,1.318
ID446,446,None,1560.963,19.409,0.458,0,22.200,74,0.250,1,-10921639,2996.811,2050,537,9252,110882,2375.932,0.200,0.701,1.039
ID447,447,None,1746.814,15.472,5.127,0,22.200,74,0.250,1,-10921639,4113.730,3454,1558,9728,152208,2342.077,0.200,0.533,1.222
ID452,452,None,1536.779,47.424,4.395,0,22.500,75,0.250,1,-10921639,3252.784,2747,511,8488,120353,2150.386,0.200,0.626,1.164
ID453,453,None,2387.720,2.930,5.585,0,22.500,75,0.250,1,-10921639,5385.649,4734,1715,13496,199269,3238.214,0.200,0.552,1.183
ID454,454,0,9490.175,68.939,5.676,0,22.500,75,0.250,1,-10921639,18522.135,14526,3098,43632,685319,11972.582,0.442,0.645,1.213
ID455,455,None,1784.560,26.642,7.599,0,22.500,75,0.250,1,-10921639,3530.027,2481,472,14972,130611,3366.479,0.200,0.659,0.833
ID456,456,2,2114.040,6.226,12.543,0,22.500,75,0.250,1,-10921639,6253.432,6096,1190,12884,231377,3008.403,0.200,0.340,1.055
ID457,457,None,1868.760,75.989,14.282,0,22.500,75,0.250,1,-10921639,4282.405,3852,643,10694,158449,2752.606,0.200,0.549,1.103
ID458,458,24,1541.892,48.065,14.374,0,22.500,75,0.250,1,-10921639,4144.919,3729,1280,7977,153362,1843.077,0.441,0.451,1.398
ID459,459,None,1926.584,17.578,15.930,0,22.500,75,0.250,1,-10921639,4344.486,3866,993,10959,160746,2667.170,0.442,0.552,1.159
ID460,460,None,1521.068,80.750,17.395,0,22.500,75,0.250,1,-10921639,2938.324,1891,248,13454,108718,2963.684,0.200,0.673,0.797
ID461,461,0,10154.100,68.848,5.676,0,22.800,76,0.250,1,-10921639,19829.919,16856,2934,53264,733707,14618.590,0.442,0.665,1.084
ID462,462,None,1781.058,33.692,9.888,0,22.800,76,0.250,1,-10921639,3382.622,2293,443,15489,125157,3510.708,0.200,0.791,0.851
ID463,463,2,2067.889,5.402,12.634,0,22.800,76,0.250,1,-10921639,6425.135,5898,1941,12647,237730,2722.187,0.440,0.336,1.186
ID472,472,0,9800.852,68.848,5.676,0,23.100,77,0.250,1,-10921639,19983.811,15686,4866,46223,739401,12542.830,0.442,0.631,1.232
ID474,474,2,1527.094,4.395,12.634,0,23.100,77,0.250,1,-10921639,5574.946,5842,1827,9540,206273,2019.347,0.950,0.277,1.197
ID475,475,None,1671.517,50.995,14.557,0,23.100,77,0.250,1,-10921639,4626.811,4677,1377,7637,171192,1892.772,0.442,0.405,1.410
